停留所名,事業者名,バス系統
丸岡バスターミナル,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 82　丸岡永平寺線, 86　長屋線, 87　芦原丸岡永平寺線"
丸岡バスターミナル,坂井市,"丸岡春江ルート, 長畝ルート, 高椋西ルート, 高椋中ルート, 鳴鹿ルート"
丸岡バスターミナル,ケイカン交通（株）,竹田線
一本田,坂井市,高椋西ルート
石橋,京福バス（株）,98　海岸線
ゆりの里,坂井市,"丸岡春江ルート, 春江北部東部ルート, 春江西部中部ルート"
舟寄,京福バス（株）,82　丸岡永平寺線
春日野口,坂井市,丸岡春江ルート
春日野,坂井市,春江北部東部ルート
曽々木,坂井市,鳴鹿ルート
中谷,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 82　丸岡永平寺線"
石上,坂井市,鳴鹿ルート
石城戸,京福バス（株）,87　芦原丸岡永平寺線
石城戸町,坂井市,丸岡春江ルート
愛宕団地,坂井市,鳴鹿ルート
笹和田,京福バス（株）,82　丸岡永平寺線
笹和田,坂井市,高椋西ルート
下谷,坂井市,高椋中ルート
舟寄東,坂井市,高椋西ルート
西里丸岡,坂井市,高椋中ルート
取次,坂井市,春江北部東部ルート
布施田新,坂井市,春江北部東部ルート
舟寄,坂井市,高椋西ルート
一本田,京福バス（株）,82　丸岡永平寺線
菖蒲谷,京福バス（株）,"16　川西三国線, 80　鶉三国線"
西瓜屋,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線"
西瓜屋,坂井市,高椋西ルート
黒丸城,京福バス（株）,"16　川西三国線, 80　鶉三国線"
八幡町,坂井市,丸岡春江ルート
堂下医院前,京福バス（株）,"16　川西三国線, 80　鶉三国線"
布施田,京福バス（株）,"16　川西三国線, 80　鶉三国線"
西中野,京福バス（株）,"16　川西三国線, 80　鶉三国線"
柳原,京福バス（株）,"10　越前海岸ブルーライン, 15　越前海岸ブルーライン, 17　快速越前海岸ブルーライン, 98　海岸線"
共栄,坂井市,高椋中ルート
橋屋,京福バス（株）,"10　越前海岸ブルーライン, 15　越前海岸ブルーライン, 17　快速越前海岸ブルーライン, 98　海岸線"
長崎,坂井市,高椋西ルート
里丸岡,坂井市,鳴鹿ルート
大針,坂井市,春江西部中部ルート
内田,坂井市,鳴鹿ルート
丸岡IC,京福リムジンバス（株）,小松空港連絡バス
丸岡運動公園,坂井市,鳴鹿ルート
砂子坂,京福バス（株）,"16　川西三国線, 80　鶉三国線"
浜別所町,京福バス（株）,"10　越前海岸ブルーライン, 15　越前海岸ブルーライン, 17　快速越前海岸ブルーライン"
石塚口,坂井市,"丸岡春江ルート, 春江西部中部ルート"
石塚,坂井市,春江西部中部ルート
高椋小学校,坂井市,"高椋西ルート, 高椋中ルート"
中庄,坂井市,"丸岡春江ルート, 春江西部中部ルート"
橋屋口,京福バス（株）,"10　越前海岸ブルーライン, 15　越前海岸ブルーライン, 17　快速越前海岸ブルーライン, 98　海岸線"
藤鷲塚,坂井市,春江北部東部ルート
深坂,京福バス（株）,"10　越前海岸ブルーライン, 15　越前海岸ブルーライン, 17　快速越前海岸ブルーライン"
舛田,坂井市,鳴鹿ルート
西瓜屋口,京福バス（株）,87　芦原丸岡永平寺線
猪爪,坂井市,丸岡春江ルート
今福,京福バス（株）,82　丸岡永平寺線
今福,坂井市,高椋西ルート
丸岡中学校前,京福バス（株）,82　丸岡永平寺線
丸岡中学校前,ケイカン交通（株）,竹田線
